employee_id,first_name,last_name,email,phone_number,hire_date,job_id,salary,commission_pct,manager_id,department_id,,,salary
166,Sundar,Ande,SANDE,011.44.1346.629268,3/24/2000,SA_REP,19284.98,0.1,147,80,,,
167,Amit,Banda,ABANDA,011.44.1346.729268,4/21/2000,SA_REP,18673.93,0.1,147,80,,,
168,Lisa,Ozer,LOZER,011.44.1343.929268,3/11/1997,SA_REP,34647.14,0.25,148,80,,,
169,Harrison,Bloom,HBLOOM,011.44.1343.829268,3/23/1998,SA_REP,30125.37,0.2,148,80,,,
170,Tayler,Fox,TFOX,011.44.1343.729268,1/24/1998,SA_REP,28927.47,0.2,148,80,,,
171,William,Smith,WSMITH,011.44.1343.629268,2/23/1999,SA_REP,22290.62,0.15,148,80,,,
172,Elizabeth,Bates,EBATES,011.44.1343.529268,3/24/1999,SA_REP,21997.8,0.15,148,80,,,
173,Sundita,Kumar,SKUMAR,011.44.1343.329268,4/21/2000,SA_REP,18379.9,0.1,148,80,,,
174,Ellen,Abel,EABEL,011.44.1644.429267,5/11/1996,SA_REP,33143.11,0.3,149,80,,,
175,Alyssa,Hutton,AHUTTON,011.44.1644.429266,3/19/1997,SA_REP,26507.47,0.25,149,80,,,
176,Jonathon,Taylor,JTAYLOR,011.44.1644.429265,3/24/1998,SA_REP,25908.52,0.2,149,80,,,
177,Jack,Livingston,JLIVINGS,011.44.1644.429264,4/23/1998,SA_REP,25309.57,0.2,149,80,,,
178,Kimberely,Grant,KGRANT,011.44.1644.429263,5/24/1999,SA_REP,18343.6,0.15,149,40,,,
179,Charles,Johnson,CJOHNSON,011.44.1644.429262,1/4/2000,SA_REP,18673.93,0.1,149,80,,,
180,Winston,Taylor,WTAYLOR,650.507.9876,1/24/1998,SH_CLERK,8384.09,0.01,120,50,,,
181,Jean,Fleaur,JFLEAUR,650.507.9877,2/23/1998,SH_CLERK,8127.57,0.01,120,50,,,
182,Martha,Sullivan,MSULLIVA,650.507.9878,6/21/1999,SH_CLERK,6550.94,0.01,120,50,,,
183,Girard,Geoni,GGEONI,650.507.9879,2/3/2000,SH_CLERK,7332.6,0.01,120,50,,,
184,Nandita,Sarchand,NSARCHAN,650.509.1876,1/27/1996,SH_CLERK,10998.9,0.01,121,50,,,
185,Alexis,Bull,ABULL,650.509.2876,2/20/1997,SH_CLERK,10742.38,0.01,121,50,,,
186,Julia,Dellinger,JDELLING,650.509.3876,6/24/1998,SH_CLERK,8909.23,0.01,121,50,,,
187,Anthony,Cabrio,ACABRIO,650.509.4876,2/7/1999,SH_CLERK,7857.74,0.01,121,50,,,
188,Kelly,Chung,KCHUNG,650.505.1876,6/14/1997,SH_CLERK,9960.72,0.01,122,50,,,
189,Jennifer,Dilly,JDILLY,650.505.2876,8/13/1997,SH_CLERK,9434.37,0.01,122,50,,,
190,Timothy,Gates,TGATES,650.505.3876,7/11/1998,SH_CLERK,7601.22,0.01,122,50,,,
191,Randall,Perkins,RPERKINS,650.505.4876,12/19/1999,SH_CLERK,6550.94,0.01,122,50,,,
192,Sarah,Bell,SBELL,650.501.1876,2/4/1996,SH_CLERK,10485.86,0.01,123,50,,,
193,Britney,Everett,BEVERETT,650.501.2876,3/3/1997,SH_CLERK,10217.24,0.01,123,50,,,
194,Samuel,McCain,SMCCAIN,650.501.3876,7/1/1998,SH_CLERK,8384.09,0.01,123,50,,,
195,Vance,Jones,VJONES,650.501.4876,3/17/1999,SH_CLERK,7332.6,0.01,123,50,,,
196,Alana,Walsh,AWALSH,650.507.9811,4/24/1998,SH_CLERK,8127.57,0.01,124,50,,,
197,Kevin,Feeney,KFEENEY,650.507.9822,5/23/1998,SH_CLERK,7857.74,0.01,124,50,,,
198,Donald,OConnell,DOCONNEL,650.507.9833,6/21/1999,SH_CLERK,6807.46,0.01,124,50,,,
199,Douglas,Grant,DGRANT,650.507.9844,1/13/2000,SH_CLERK,6807.46,0.01,124,50,,,
200,Jennifer,Whalen,JWHALEN,515.123.4444,9/17/1987,AD_ASST,11524.04,0.01,101,10,,,
201,Michael,Hartstein,MHARTSTE,515.123.5555,2/17/1996,MK_MAN,34060.29,0.01,100,20,,,
202,Pat,Fay,PFAY,603.123.6666,8/17/1997,MK_REP,15716.69,0.01,201,20,,,
203,Susan,Mavris,SMAVRIS,515.123.7777,6/7/1994,HR_REP,17023.49,0.01,101,40,,,
204,Hermann,Baer,HBAER,515.123.8888,6/7/1994,PR_REP,26201.34,0.01,101,70,,,
205,Shelley,Higgins,SHIGGINS,515.123.8080,6/7/1994,AC_MGR,97597.39,0.01,101,110,,,
206,William,Gietz,WGIETZ,515.123.8181,6/7/1994,AC_ACCOUNT,21741.28,0.01,205,110,,,
207,ANGELA,SNYDER,ANGELA,215 253 4737,8/23/2021,SA_MAN,12000,NULL,NULL,80,,,
208,Mike,Tayler,HBAER1,515.123.4444,9/17/1987,AD_ASST,9680,0.01,101,10,,,
209,Julia,Bull,JRUSSEL,011.44.1344.429268,10/1/1996,SA_MAN,48505.27,0.4,100,80,,,
210,Samuel,Dellinger,KPARTNER,011.44.1344.467268,1/5/1997,SA_MAN,40671.73,0.3,100,80,,,
